"CUST_ID","LAST_NAME","FIRST_NAME","STREET_ADDRESS","POSTAL_CODE","CITY_ID","CITY","STATE_PROVINCE_ID","STATE_PROVINCE","COUNTRY_ID","COUNTRY","CONTINENT_ID","CONTINENT","AGE","COMMUTE_DISTANCE","CREDIT_BALANCE","EDUCATION","EMAIL","FULL_TIME","GENDER","HOUSEHOLD_SIZE","INCOME","INCOME_LEVEL","INSUFF_FUNDS_INCIDENTS","JOB_TYPE","LATE_MORT_RENT_PMTS","MARITAL_STATUS","MORTGAGE_AMT","NUM_CARS","NUM_MORTGAGES","PET","PROMOTION_RESPONSE","RENT_OWN","SEG","WORK_EXPERIENCE","YRS_CURRENT_EMPLOYER","YRS_CUSTOMER","YRS_RESIDENCE","ADDRESS_POINT","COUNTRY_CODE","USERNAME"
1621,"Voeller","Diane","BAHNSTRASSE","41569",69657,"ROMMERSKIRCHEN",1023,"",159,"Germany",14,"Europe",23,3,328,"Masters","Diane.Voeller@oraclemail.com","Yes","Female",2,41591,"B: 30,000 - 49,999",1,"Business",0,"M",0,2,0,"Other",0,"Rent",2,1,1,5,5,oracle.sql.STRUCT@1f7945fc,"DE","guest56"
1622,"Seon","Soo","","",71341,"Ashimi",1181,"Pusan",109,"South Korea",16,"Asia",76,-1,31,"High School","Soo.Seon@oraclemail.com","","Female",2,18558,"A: Below 30,000",0,"Skilled",0,"M",0,2,0,"Other",0,"Own",10,50,,16,6,oracle.sql.STRUCT@3a406972,"KR","guest4444"
1623,"Haselrieder","Konstanze","13 BLUMENSTRASSE","99947",40415,"BOTHENHEILINGEN",1023,"",159,"Germany",14,"Europe",26,8,170,"Doctorate","Konstanze.Haselrieder@oraclemail.com","Yes","Female",1,101204,"E: 90,000 - 109,999",0,"Business",0,"S",164000,1,1,"Other",0,"Own",5,3,3,6,3,oracle.sql.STRUCT@7b8ae3ab,"DE","guest3608"
1624,"Schroeder","Todd","676 N Saint Clair St","60611",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",68,2,308,"Doctorate","Todd.Schroeder@oraclemail.com","Yes","Male",2,90412,"E: 90,000 - 109,999",0,"Professional",0,"M",0,2,0,"Other",0,"Rent",8,15,3,3,5,oracle.sql.STRUCT@5a16e7f1,"US","guest567"
1625,"Velazquez","Trent","1603 Orrington Ave","60600",64964,"Evanston",1049,"Illinois",102,"United States",11,"North America",21,2,500,"Associates","Trent.Velazquez@oraclemail.com","No","Male",3,29313,"A: Below 30,000",0,"Business",0,"S",0,0,0,"Cat",0,"",1,3,2,2,21,oracle.sql.STRUCT@f151fea,"US","guest1505"
1626,"Grimes","Wilton","101 W Grand Ave Ste 404","60612",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",24,16,470,"Doctorate","Wilton.Grimes@oraclemail.com","Yes","Male",1,87775,"D: 70,000 - 89,999",2,"Sales",2,"S",0,1,0,"Unknown",0,"Rent",4,3,3,3,3,oracle.sql.STRUCT@3627ec83,"US","guest88"
1627,"Daugherty","Miranda","8235 S Vincennes Ave ","60620-1763",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",27,20,717,"High School","Miranda.Daugherty@oraclemail.com","Yes","Female",2,98136,"E: 90,000 - 109,999",0,"Business",0,"M",0,2,0,"Unknown",0,"Rent",2,7,4,2,2,oracle.sql.STRUCT@1a1cc657,"US","guest203"
1628,"Meoli","Jaquelin","","",64880,"Puruchuca",1140,"Lima",152,"Peru",13,"South America",30,4,496,"High School","Jaquelin.Meoli@oraclemail.com","Yes","Female",4,44684,"B: 30,000 - 49,999",1,"Professional",1,"M",0,2,0,"Other",0,"Rent",3,3,2,4,2,oracle.sql.STRUCT@77d8938a,"PE","guest3962"
1629,"Orr","Quentin","25 E Washington St","60602",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",39,38,829,"Doctorate","Quentin.Orr@oraclemail.com","Yes","Male",1,113175,"F: 110,000 - 129,999",2,"Professional",2,"S",190000,1,1,"Dog",0,"Own",4,15,10,6,5,oracle.sql.STRUCT@509538d4,"US","guest114"
1630,"Simmons","Ruben","4536 22nd Ave","53140",110571,"Kenosha",1049,"Illinois",102,"United States",11,"North America",57,10,7,"Masters","Ruben.Simmons@oraclemail.com","Yes","Male",2,98192,"E: 90,000 - 109,999",1,"Business",0,"M",0,2,0,"Cat",0,"Rent",8,35,8,3,2,oracle.sql.STRUCT@59df95b1,"US","guest862"
1631,"Claudio","Marianna","","",62762,"Hornillos",1140,"Lima",152,"Peru",13,"South America",53,16,115,"Masters","Marianna.Claudio@oraclemail.com","Yes","Female",1,39453,"B: 30,000 - 49,999",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",7,10,10,1,19,oracle.sql.STRUCT@258ddea3,"PE","guest3472"
1632,"Ramos","Santos","1636 N.Wells Street","60660-1729",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",60,13,148,"High School","Santos.Ramos@oraclemail.com","Yes","Male",2,28716,"A: Below 30,000",1,"Business",0,"M",32806,2,1,"Cat",0,"Own",8,19,8,3,1,oracle.sql.STRUCT@167a4d5b,"US","guest794"
1633,"Hendricks","Frankie","199 Church Street ","10022-5802",35726,"New York",1079,"New York",102,"United States",11,"North America",36,0,888,"Bachelors","Frankie.Hendricks@oraclemail.com","Yes","Male",1,59255,"C: 50,000 - 69,999",0,"Business",0,"S",238000,1,1,"Dog",0,"Own",4,15,6,4,1,oracle.sql.STRUCT@6f5084d8,"US","guest1"
1634,"Dadivanian","Madeleine","","",77365,"Huangro",1140,"Lima",152,"Peru",13,"South America",55,14,335,"Associates","Madeleine.Dadivanian@oraclemail.com","No","Female",2,58244,"C: 50,000 - 69,999",2,"Business",3,"M",0,2,0,"Other",0,"Own",8,23,9,4,4,oracle.sql.STRUCT@4a07e69e,"PE","guest916"
1635,"Francis","Sharron","Po Box 6911","60666",83866,"Chicago",1049,"Illinois",102,"United States",11,"North America",74,-1,101,"Doctorate","Sharron.Francis@oraclemail.com","","Female",1,100424,"E: 90,000 - 109,999",0,"Business",0,"S",0,1,0,"Other",0,"Own",10,51,,20,33,oracle.sql.STRUCT@1b451bb,"US","guest4583"
1636,"Benjamin","Raquel","1285 N Mckinley Rd","60045",90827,"Lake Forest",1049,"Illinois",102,"United States",11,"North America",69,2,59,"Doctorate","Raquel.Benjamin@oraclemail.com","No","Female",2,101076,"E: 90,000 - 109,999",2,"Professional",3,"M",0,2,0,"Unknown",0,"Rent",8,36,3,2,2,oracle.sql.STRUCT@4560c443,"US","guest833"
1637,"Hooper","Luis","1350 W Hawley St","60060",60475,"Mundelein",1049,"Illinois",102,"United States",11,"North America",65,17,416,"Doctorate","Luis.Hooper@oraclemail.com","Yes","Male",2,94044,"E: 90,000 - 109,999",1,"Business",0,"M",38424,2,1,"Other",0,"Own",8,38,16,11,4,oracle.sql.STRUCT@2efdfe73,"US","guest618"
1638,"Prabhath","Kaethe","","",50224,"Ban Khlong Sip Song Chang",1005,"Bangkok",148,"Thailand",16,"Asia",65,7,367,"High School","Kaethe.Prabhath@oraclemail.com","No","Female",2,17694,"A: Below 30,000",0,"Scientific",0,"M",0,2,0,"Cat",0,"Own",8,32,27,9,21,oracle.sql.STRUCT@5bbbce24,"TH","guest967"
1639,"Kirchenbauer","Joachim","33 FRIESENSTRASSE","50670",25651,"INNENSTADT",1023,"",159,"Germany",14,"Europe",35,21,940,"Associates","Joachim.Kirchenbauer@oraclemail.com","Yes","Male",1,34635,"B: 30,000 - 49,999",2,"Business",2,"S",202000,1,1,"Unknown",0,"Own",4,6,6,3,4,oracle.sql.STRUCT@78a16561,"DE","guest172"
1640,"Veera","Idhmavaha","","",38568,"Amrutur",1114,"Karnataka",127,"India",16,"Asia",65,18,447,"LessThanHS","Idhmavaha.Veera@oraclemail.com","Yes","Male",2,27419,"A: Below 30,000",0,"Business",0,"M",0,2,0,"Unknown",0,"Own",8,1,1,5,2,oracle.sql.STRUCT@3ba0e4ea,"IN","guest487"
1641,"Trisanu","Ramakanth","","",95285,"Guduvancheri",1050,"Tamil Nadu",127,"India",16,"Asia",49,18,344,"Associates","Ramakanth.Trisanu@oraclemail.com","Yes","Male",4,27274,"A: Below 30,000",2,"Clerical",2,"M",0,1,0,"Unknown",0,"Rent",6,16,15,7,17,oracle.sql.STRUCT@7aef9b8b,"IN","guest4373"
1642,"Laszmann","Beate","","46399",49631,"BOCHOLT",1023,"",159,"Germany",14,"Europe",28,5,293,"Doctorate","Beate.Laszmann@oraclemail.com","Yes","Female",3,106680,"E: 90,000 - 109,999",1,"Business",2,"S",0,1,0,"Unknown",0,"Rent",5,7,3,6,3,oracle.sql.STRUCT@7f20a01c,"DE","guest3360"
1643,"Varahabhotla","Karunamaya","","",13001,"Abdullapuram",1050,"Tamil Nadu",127,"India",16,"Asia",64,19,361,"High School","Karunamaya.Varahabhotla@oraclemail.com","Yes","Male",2,29351,"A: Below 30,000",1,"Skilled",0,"M",0,2,0,"Cat",0,"Rent",8,4,4,6,1,oracle.sql.STRUCT@c5958f4,"IN","guest466"
1644,"Dobrovolsky","Bernadine","","",60478,"Ban Khlong Yi Sip Chet",1005,"Bangkok",148,"Thailand",16,"Asia",75,-1,121,"Masters","Bernadine.Dobrovolsky@oraclemail.com","","Female",2,59388,"C: 50,000 - 69,999",0,"Sales",0,"M",0,1,0,"Unknown",0,"Own",10,44,,9,9,oracle.sql.STRUCT@30626a21,"TH","guest4231"
1645,"Binaghi","Elwood","","",25955,"Ban Khlong Hok Wa Sai Bon (1)",1005,"Bangkok",148,"Thailand",16,"Asia",32,8,234,"LessThanHS","Elwood.Binaghi@oraclemail.com","No","Male",3,49519,"B: 30,000 - 49,999",0,"Business",0,"M",0,2,0,"Unknown",0,"Rent",3,13,4,2,7,oracle.sql.STRUCT@36d78c65,"TH","guest4613"
1646,"Sreedhar","Amura","","",63197,"Durgadahalli",1114,"Karnataka",127,"India",16,"Asia",45,36,92,"Doctorate","Amura.Sreedhar@oraclemail.com","Yes","Male",1,29776,"A: Below 30,000",2,"Business",1,"S",180000,1,1,"Unknown",0,"Own",6,4,4,8,20,oracle.sql.STRUCT@4c0deae3,"IN","guest1227"
1647,"Van Der Meer","Kalidasa","","",38890,"Ban Sua I Dang",1005,"Bangkok",148,"Thailand",16,"Asia",32,33,411,"Masters","Kalidasa.Van Der Meer@oraclemail.com","Yes","Male",1,39918,"B: 30,000 - 49,999",1,"Sales",1,"S",0,1,0,"Unknown",0,"Rent",4,5,3,5,3,oracle.sql.STRUCT@a55956e,"TH","guest361"
1648,"Trikha","Francois","","",13282,"Ban Nong Khamen (1)",1005,"Bangkok",148,"Thailand",16,"Asia",16,5,0,"Unknown","Francois.Trikha@oraclemail.com","Yes","Male",3,7714,"A: Below 30,000",0,"Clerical",0,"S",0,1,0,"Other",0,"",1,2,0,3,16,oracle.sql.STRUCT@29c5c567,"TH","guest3816"
1649,"Ravuri","Avantivarman","","",27432,"Campo Santo",1171,"Bahia",112,"Brazil",13,"South America",38,6,255,"High School","Avantivarman.Ravuri@oraclemail.com","Yes","Male",1,33942,"B: 30,000 - 49,999",1,"Professional",1,"S",226000,1,1,"Dog",0,"Own",4,2,2,2,2,oracle.sql.STRUCT@23fbc09e,"BR","guest365"
1650,"Niebuhr","Amiti","","",51275,"Camela",1144,"Pernambuco",112,"Brazil",13,"South America",53,9,129,"Bachelors","Amiti.Niebuhr@oraclemail.com","Yes","Female",5,48739,"B: 30,000 - 49,999",0,"Professional",1,"M",110000,1,2,"Unknown",0,"Own",7,8,3,2,18,oracle.sql.STRUCT@26cf0,"BR","guest1647"
1651,"Ronholt","Farida","","",100692,"Barreiro",1057,"Distrito Federal",112,"Brazil",13,"South America",30,-1,37,"High School","Farida.Ronholt@oraclemail.com","","Female",4,59241,"C: 50,000 - 69,999",1,"Labor",1,"M",0,2,0,"Other",0,"Rent",3,10,,1,2,oracle.sql.STRUCT@265a677b,"BR","guest3951"
1652,"Yin","Terry","","",79635,"Guara",1057,"Distrito Federal",112,"Brazil",13,"South America",67,2,9,"Associates","Terry.Yin@oraclemail.com","No","Female",1,4274,"A: Below 30,000",0,"Skilled",0,"S",0,1,0,"Unknown",0,"Rent",9,10,1,9,1,oracle.sql.STRUCT@2133702a,"BR","guest1956"
1653,"Zein","Fatima","","",72020,"Birkat Ghitas",1169,"Alexandria",103,"Egypt",15,"Africa",64,3,357,"Bachelors","Fatima.Zein@oraclemail.com","Yes","Female",1,45100,"B: 30,000 - 49,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,12,12,10,12,oracle.sql.STRUCT@5c31aba2,"EG","guest1400"
1654,"Ter-Baghdasarov","Remi","","",40421,"Goiana",1144,"Pernambuco",112,"Brazil",13,"South America",33,23,636,"High School","Remi.Ter-Baghdasarov@oraclemail.com","Yes","Male",1,4016,"A: Below 30,000",1,"Services",1,"S",0,1,0,"Unknown",0,"Rent",4,3,3,5,5,oracle.sql.STRUCT@4fc72938,"BR","guest255"
1655,"Bertolucci","Gevush","","",53420,"Candeias",1144,"Pernambuco",112,"Brazil",13,"South America",51,19,367,"High School","Gevush.Bertolucci@oraclemail.com","Yes","Male",3,543,"A: Below 30,000",1,"Business",3,"M",250000,2,2,"Other",0,"Own",6,15,6,2,16,oracle.sql.STRUCT@3a53ee04,"BR","guest3987"
1656,"El Borolossy","Nassir","","",97827,"`Izbat Bughus Nubar al Bahariyah",1169,"Alexandria",103,"Egypt",15,"Africa",19,4,0,"High School","Nassir.El Borolossy@oraclemail.com","No","Male",7,9693,"A: Below 30,000",0,"Scientific",0,"S",0,0,0,"Cat",0,"",1,6,1,2,19,oracle.sql.STRUCT@db7b44,"EG","guest2778"
1657,"Habachi","Pruie","","",63325,"Rajadinha",1057,"Distrito Federal",112,"Brazil",13,"South America",21,20,250,"High School","Pruie.Habachi@oraclemail.com","Yes","Male",10,9614,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Dog",0,"",1,4,2,1,21,oracle.sql.STRUCT@5166ac46,"BR","guest1959"
1658,"Jost","Heinz","EICHBORNDAMM","13403",15081,"WITTENAU",1023,"",159,"Germany",14,"Europe",17,-1,0,"LessThanHS","Heinz.Jost@oraclemail.com","","Male",6,16187,"A: Below 30,000",0,"Labor",0,"S",0,1,0,"Other",0,"",1,5,,3,17,oracle.sql.STRUCT@271ed1bb,"DE","guest2509"
1659,"York","Francis","3450 Howard Way","92626",36367,"Costa Mesa",1134,"California",102,"United States",11,"North America",19,0,0,"LessThanHS","Francis.York@oraclemail.com","Yes","Male",8,3943,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Other",0,"",1,3,0,3,19,oracle.sql.STRUCT@2983892,"US","guest36"
1660,"Bø Sendorfer","Thorsten","BRINKSTRASSE","44866",14487,"WATTENSCHEID",1116,"",159,"Germany",14,"Europe",41,18,133,"Masters","Thorsten.Bø Sendorfer@oraclemail.com","Yes","Male",3,110735,"F: 110,000 - 129,999",0,"Labor",0,"M",150000,2,2,"Other",0,"Own",6,23,9,4,14,oracle.sql.STRUCT@594272de,"DE","guest1711"
1661,"Rohwer","Hannes","40 FASANENSTRASSE","10719",27096,"WILMERSDORF",1116,"",159,"Germany",14,"Europe",63,19,142,"Masters","Hannes.Rohwer@oraclemail.com","Yes","Male",2,115825,"F: 110,000 - 129,999",0,"Business",0,"M",0,2,0,"Cat",0,"Own",8,32,29,11,4,oracle.sql.STRUCT@3da2e12c,"DE","guest484"
1662,"Martin","Garth","2734 Burbank St","75235",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",21,11,250,"High School","Garth.Martin@oraclemail.com","Yes","Male",8,17646,"A: Below 30,000",2,"Professional",0,"S",0,1,0,"Dog",0,"",1,4,2,1,21,oracle.sql.STRUCT@6ce06c2a,"US","guest1943"
1663,"Nimtz","Mohani","","",39100,"Hespeler",1168,"Ontario",161,"Canada",11,"North America",55,18,477,"Bachelors","Mohani.Nimtz@oraclemail.com","Yes","Female",1,80297,"D: 70,000 - 89,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",9,1,1,10,1,oracle.sql.STRUCT@2fff958c,"CA","guest3008"
1664,"Hodges","Hal","214 Capital Ave","30334",26684,"Atlanta",1194,"Georgia",102,"United States",11,"North America",51,22,189,"Bachelors","Hal.Hodges@oraclemail.com","Yes","Male",1,93515,"E: 90,000 - 109,999",0,"Skilled",0,"S",100000,1,1,"Unknown",0,"Own",6,3,3,10,10,oracle.sql.STRUCT@6561c62f,"US","guest3810"
1665,"Katenin","Amabelle","","",109955,"Welland",1168,"Ontario",161,"Canada",11,"North America",21,8,250,"High School","Amabelle.Katenin@oraclemail.com","Yes","Female",1,3925,"A: Below 30,000",0,"Skilled",0,"S",0,1,0,"Dog",0,"",1,5,2,1,21,oracle.sql.STRUCT@4f60e02e,"CA","guest1521"
1666,"Jeannot","Kalapriya","","",88189,"Tottenham",1168,"Ontario",161,"Canada",11,"North America",63,1,313,"Masters","Kalapriya.Jeannot@oraclemail.com","Yes","Male",2,36982,"B: 30,000 - 49,999",0,"Clerical",0,"M",0,2,0,"Cat",0,"Own",8,41,21,3,1,oracle.sql.STRUCT@208e44d4,"CA","guest968"
1667,"Kalirai","Agraja","","",48578,"Downsview",1168,"Ontario",161,"Canada",11,"North America",49,4,175,"High School","Agraja.Kalirai@oraclemail.com","No","Female",6,3561,"A: Below 30,000",1,"Business",2,"M",0,2,0,"Cat",0,"Rent",7,8,2,7,19,oracle.sql.STRUCT@730ef6bc,"CA","guest1957"
1668,"Daumoinx","Tracie","","",95557,"Kampung Seelung",1024,"Singapore",113,"Singapore",16,"Asia",18,4,0,"LessThanHS","Tracie.Daumoinx@oraclemail.com","No","Female",6,14284,"A: Below 30,000",0,"Business",0,"S",0,0,0,"Cat",0,"",1,6,1,2,18,oracle.sql.STRUCT@1835164c,"SG","guest1791"
1669,"Franssen","Garren","","",105165,"Fonthill",1168,"Ontario",161,"Canada",11,"North America",69,-1,152,"Doctorate","Garren.Franssen@oraclemail.com","","Male",2,86600,"D: 70,000 - 89,999",1,"Professional",0,"M",10316,2,1,"Other",0,"Own",8,32,,4,2,oracle.sql.STRUCT@509ce4f4,"CA","guest755"
1670,"Reema","Amghnna","","",39077,"Myrtle Station",1168,"Ontario",161,"Canada",11,"North America",34,18,72,"LessThanHS","Amghnna.Reema@oraclemail.com","Yes","Female",1,2700,"A: Below 30,000",0,"Professional",0,"S",0,1,0,"Unknown",0,"Rent",5,3,3,1,4,oracle.sql.STRUCT@2e6b2d7,"CA","guest2916"
1671,"Zohrabian","Vayle","","",88113,"Jalan Kayu",1024,"Singapore",113,"Singapore",16,"Asia",60,4,307,"High School","Vayle.Zohrabian@oraclemail.com","Yes","Male",2,55562,"C: 50,000 - 69,999",1,"Sales",2,"M",0,2,0,"Cat",0,"Own",8,1,1,0,26,oracle.sql.STRUCT@6591f21,"SG","guest722"
1672,"Xue","Mei-Kai","","",56378,"Qingyang",1141,"Liaoning",151,"China",16,"Asia",36,0,67,"Masters","Mei-Kai.Xue@oraclemail.com","No","Female",2,57383,"C: 50,000 - 69,999",0,"Services",1,"S",140000,1,1,"Unknown",0,"Own",5,10,1,5,5,oracle.sql.STRUCT@366eeed0,"CN","guest3997"
1673,"Trujillo","Rafael","3000 Mountain Creek Pkwy","75240",54196,"Dallas",1118,"Texas",102,"United States",11,"North America",32,10,782,"Bachelors","Rafael.Trujillo@oraclemail.com","Yes","Male",1,91388,"E: 90,000 - 109,999",0,"Skilled",0,"S",238000,1,1,"Dog",0,"Own",4,11,6,4,1,oracle.sql.STRUCT@1e207ad,"US","guest143"
1674,"Gunendran","Camikara","","",26896,"Mangaon",1001,"Maharashtra",127,"India",16,"Asia",35,5,170,"Associates","Camikara.Gunendran@oraclemail.com","No","Male",5,29260,"A: Below 30,000",0,"Clerical",2,"M",0,1,0,"Unknown",0,"Rent",3,9,4,2,7,oracle.sql.STRUCT@36a56d4c,"IN","guest4631"
1675,"Khoo","Jui-Juan","","",59463,"Sanguanmiao",1173,"Shandong",151,"China",16,"Asia",35,5,195,"LessThanHS","Jui-Juan.Khoo@oraclemail.com","Yes","Female",1,50633,"C: 50,000 - 69,999",0,"Services",0,"S",152000,1,1,"Unknown",0,"Own",5,8,8,1,4,oracle.sql.STRUCT@78cbccae,"CN","guest4616"
1676,"Seo","Cho","","",53900,"Hitoe",1181,"Pusan",109,"South Korea",16,"Asia",26,11,1104,"Associates","Cho.Seo@oraclemail.com","No","Female",5,24514,"A: Below 30,000",0,"Business",2,"M",0,2,0,"Unknown",0,"Rent",3,7,3,4,3,oracle.sql.STRUCT@3912b509,"KR","guest3465"
1677,"Guan","Chua-Kah","","",50146,"Guchengdian",1150,"Hebei",151,"China",16,"Asia",68,4,7,"Masters","Chua-Kah.Guan@oraclemail.com","Yes","Male",2,55185,"C: 50,000 - 69,999",0,"Business",2,"M",0,2,0,"Cat",0,"Own",8,3,3,3,21,oracle.sql.STRUCT@285c12e9,"CN","guest766"
1678,"Kryvonis","Khanaka","","",17469,"Aiparuca",1124,"Amazonas",112,"Brazil",13,"South America",55,14,56,"Associates","Khanaka.Kryvonis@oraclemail.com","Yes","Male",2,6063,"A: Below 30,000",1,"Business",3,"M",29813,2,1,"Other",0,"Own",8,8,8,6,3,oracle.sql.STRUCT@350ed5a3,"BR","guest991"
1679,"Aurenche","Anasvan","","",28698,"Aroaba",1099,"Espirito Santo",112,"Brazil",13,"South America",72,-1,68,"Associates","Anasvan.Aurenche@oraclemail.com","","Male",1,12613,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Other",0,"Own",10,24,,4,4,oracle.sql.STRUCT@1386d110,"BR","guest4470"
1680,"Garibova","Della","","",91645,"Duas Bocas",1099,"Espirito Santo",112,"Brazil",13,"South America",52,1,88,"High School","Della.Garibova@oraclemail.com","No","Female",2,1291,"A: Below 30,000",1,"Business",1,"S",20000,2,1,"Dog",0,"Own",7,29,2,6,16,oracle.sql.STRUCT@3f108494,"BR","guest3728"
1681,"Choe","Hei","","",30692,"Waniura",1181,"Pusan",109,"South Korea",16,"Asia",31,4,379,"High School","Hei.Choe@oraclemail.com","No","Female",2,21487,"A: Below 30,000",0,"Professional",1,"S",0,1,0,"Unknown",0,"Rent",5,3,1,5,2,oracle.sql.STRUCT@771302c5,"KR","guest3136"
1682,"Martin","Yun-Fat","","",101956,"Capilla del Senor",1138,"Buenos Aires",158,"Argentina",13,"South America",58,0,117,"Bachelors","Yun-Fat.Martin@oraclemail.com","No","Male",1,82238,"D: 70,000 - 89,999",0,"Skilled",0,"S",0,1,0,"Unknown",0,"Rent",9,21,11,6,9,oracle.sql.STRUCT@34736249,"AR","guest3477"
1683,"Mcmahon","Eve","9401 S. Painter Ave.","90605",50551,"Whittier",1134,"California",102,"United States",11,"North America",32,0,984,"High School","Eve.Mcmahon@oraclemail.com","Yes","Female",2,98832,"E: 90,000 - 109,999",0,"Scientific",0,"M",292000,2,1,"Cat",0,"Own",2,3,3,2,0.8,oracle.sql.STRUCT@11d82b86,"US","guest432"
1684,"Compton","Jean","212 S Ynez Ave Apt C","91754",10801,"Monterey Park",1134,"California",102,"United States",11,"North America",37,7,418,"High School","Jean.Compton@oraclemail.com","Yes","Female",2,37886,"B: 30,000 - 49,999",1,"Clerical",1,"S",164000,1,1,"Other",0,"Own",5,11,4,2,3,oracle.sql.STRUCT@2ad7390d,"US","guest3587"
1685,"Cohen","Ruben","22340 N. Summit Ridge Circle","91311",81552,"Chatsworth",1134,"California",102,"United States",11,"North America",45,36,88,"High School","Ruben.Cohen@oraclemail.com","Yes","Male",3,34385,"B: 30,000 - 49,999",1,"Clerical",3,"M",330000,2,2,"Other",0,"Own",6,5,5,10,16,oracle.sql.STRUCT@453d13b8,"US","guest2188"
1686,"Greer","Seymour","15651 E Stafford St","91744",23264,"Industry",1134,"California",102,"United States",11,"North America",30,3,459,"Bachelors","Seymour.Greer@oraclemail.com","No","Male",3,80742,"D: 70,000 - 89,999",1,"Labor",0,"M",0,2,0,"Other",0,"Rent",3,4,1,5,1,oracle.sql.STRUCT@6a73407c,"US","guest3347"
1687,"Rossi","Tia","","",23309,"Joaquin Gorina",1138,"Buenos Aires",158,"Argentina",13,"South America",75,-1,112,"High School","Tia.Rossi@oraclemail.com","","Female",2,11490,"A: Below 30,000",2,"Professional",2,"M",0,1,0,"Unknown",0,"Rent",10,33,,1,1,oracle.sql.STRUCT@3a27c2af,"AR","guest4487"
1688,"Mcpherson","Nicole","Public Defender/Superior 901 Civic Center Drive West Room 200","92703",23311,"Santa Ana",1134,"California",102,"United States",11,"North America",49,0,81,"LessThanHS","Nicole.Mcpherson@oraclemail.com","","Female",2,50310,"C: 50,000 - 69,999",0,"Business",2,"M",0,2,0,"Unknown",0,"Rent",7,23,,7,15,oracle.sql.STRUCT@29ab8bb7,"US","guest3592"
1689,"Krall","Meinhard","IM WIESENGRUND","53937",62193,"SCHLEIDEN",1111,"",159,"Germany",14,"Europe",30,20,301,"Bachelors","Meinhard.Krall@oraclemail.com","Yes","Male",1,97223,"E: 90,000 - 109,999",0,"Business",0,"S",0,1,0,"Unknown",0,"Rent",4,9,1,1,1,oracle.sql.STRUCT@426ede9,"DE","guest353"
1690,"Gallo","Analajit","","",10636,"Mariano J. Haedo",1138,"Buenos Aires",158,"Argentina",13,"South America",23,18,925,"Doctorate","Analajit.Gallo@oraclemail.com","Yes","Male",1,85078,"D: 70,000 - 89,999",2,"Clerical",2,"S",214000,1,1,"Dog",0,"Own",4,2,2,6,3,oracle.sql.STRUCT@74262db1,"AR","guest372"
1691,"Mesnard","Courtnay","PLACE DE L'ÉVÊCHÉ","29250",10858,"SAINT-POL-DE-LÉON",1002,"",160,"France",14,"Europe",32,10,260,"Doctorate","Courtnay.Mesnard@oraclemail.com","No","Male",5,75195,"D: 70,000 - 89,999",1,"Business",2,"M",330000,1,1,"Other",0,"Own",3,6,3,1,1,oracle.sql.STRUCT@7010bb20,"FR","guest3596"
1692,"Broussard","Perryn","RUE DE VILLARS","59220",23880,"DENAIN",1002,"",160,"France",14,"Europe",50,15,127,"Masters","Perryn.Broussard@oraclemail.com","Yes","Male",3,96721,"E: 90,000 - 109,999",0,"Business",0,"M",270000,2,2,"Other",0,"Own",6,16,10,6,11,oracle.sql.STRUCT@51360a6,"FR","guest1820"
1693,"Flory","Auberta","24 RUE DE PONTARLIER","25600",54707,"SOCHAUX",1002,"",160,"France",14,"Europe",17,-1,0,"LessThanHS","Auberta.Flory@oraclemail.com","","Female",10,29554,"A: Below 30,000",0,"Business",0,"S",0,1,0,"Dog",0,"",1,6,,1,17,oracle.sql.STRUCT@36e98c48,"FR","guest1731"
1694,"Cabral","Bhaskar","3 RUA ENG. ADELINO AMARO DA COSTA","2480-317",62399,"PORTO DE MÓS",1161,"",119,"Portugal",14,"Europe",51,12,419,"Associates","Bhaskar.Cabral@oraclemail.com","Yes","Male",4,5447,"A: Below 30,000",0,"Skilled",0,"M",270000,1,1,"Unknown",0,"Own",6,16,8,7,17,oracle.sql.STRUCT@73677481,"PT","guest1059"
1695,"Deprez","Destrey","AVENUE HENRI MATISSE","59300",84179,"AULNOY-LEZ-VALENCIENNES",1002,"",160,"France",14,"Europe",54,21,55,"High School","Destrey.Deprez@oraclemail.com","Yes","Male",1,46327,"B: 30,000 - 49,999",1,"Skilled",1,"S",80000,1,1,"Unknown",0,"Own",6,32,4,8,16,oracle.sql.STRUCT@6db0876,"FR","guest2011"
